time,value
0.028446,4.898244988414634
0.003119,5.017369744207317
0.002644,6.165719867987806
0.002608,5.219465441463415
0.011351,4.898244988414634
0.002836,5.017369744207317
0.003028,6.165719867987806
0.002771,5.219465441463415
0.012371,4.898244988414634
0.002846,5.017369744207317
0.003793,6.165719867987806
0.002832,5.219465441463415
0.011433,4.898244988414634
0.002821,5.017369744207317
0.002715,6.165719867987806
0.002715,5.219465441463415
0.011281,4.898244988414634
0.00285,5.017369744207317
0.002812,6.165719867987806
0.002786,5.219465441463415
0.011844,4.898244988414634
0.002721,5.017369744207317
0.002628,6.165719867987806
0.002679,5.219465441463415
0.011336,4.898244988414634
0.00285,5.017369744207317
0.002774,6.165719867987806
0.002919,5.219465441463415
0.011748,4.898244988414634
0.002966,5.017369744207317
0.002707,6.165719867987806
0.003005,5.219465441463415
0.011626,4.898244988414634
0.002891,5.017369744207317
0.003081,6.165719867987806
0.002788,5.219465441463415
0.011242,4.898244988414634
0.002807,5.017369744207317
0.00275,6.165719867987806
0.002684,5.219465441463415
0.011873,4.898244988414634
0.00285,5.017369744207317
0.002807,6.165719867987806
0.002788,5.219465441463415
0.011028,4.898244988414634
0.002705,5.017369744207317
0.002672,6.165719867987806
0.002787,5.219465441463415
0.024988,4.898244988414634
0.006938,5.017369744207317
0.007442,6.165719867987806
0.006581,5.219465441463415
0.011166,4.898244988414634
0.002672,5.017369744207317
0.002643,6.165719867987806
0.002722,5.219465441463415
12.036061,4.898244988414634
4.012811,5.017369744207317
4.033365,6.165719867987806
4.025199,5.219465441463415
12.035516,4.898244988414634
4.014174,5.017369744207317
4.022942,6.165719867987806
